id,pub_date,is_bestseller,slug,title,image,description,price,discount,bought,in_cart,postponed
453,2021-08-06,1,book-ooj-869,Life According to Sam,http://dummyimage.com/660x790.png/ff4444/ffffff,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",1857,0.8,459.7,237.5,61.8
454,2022-06-28,1,book-thq-455,Smash-Up: The Story of a Woman,http://dummyimage.com/621x724.png/cc0000/ffffff,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",2995,0.2,685.6,148.6,200.5
455,2021-02-14,1,book-uup-031,Cold Creek Manor,http://dummyimage.com/271x384.png/cc0000/ffffff,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2609,0.9,539.1,51.6,204.1
456,2021-06-18,0,book-bqv-257,"Mariachi, El",http://dummyimage.com/610x396.png/cc0000/ffffff,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,1651,0.3,552.2,349.3,200.8
457,2022-06-11,1,book-xdb-871,"Inner Life of Martin Frost, The",http://dummyimage.com/413x747.png/dddddd/000000,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",1700,0.1,625.4,78.7,76.0
458,2021-05-09,1,book-efb-560,Bride Wars,http://dummyimage.com/715x281.png/dddddd/000000,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",2428,1.0,833.1,167.6,240.2
459,2022-04-30,0,book-pzr-491,Boom!,http://dummyimage.com/537x387.png/cc0000/ffffff,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,2002,0.7,570.5,381.1,143.6
460,2023-01-01,0,book-vkg-603,Heavy,http://dummyimage.com/689x402.png/dddddd/000000,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",2109,0.3,427.3,354.2,97.4
461,2021-01-02,1,book-jid-629,Charm's Incidents (Charms Zwischenfälle),http://dummyimage.com/261x477.png/dddddd/000000,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2612,0.8,523.5,377.5,163.1
462,2022-12-11,0,book-ovm-835,Collateral,http://dummyimage.com/524x795.png/dddddd/000000,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",1931,0.2,602.1,53.6,74.0
463,2021-07-23,0,book-gsm-060,Charm School (Niñas mal),http://dummyimage.com/751x611.png/cc0000/ffffff,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1402,0.9,368.0,129.0,32.8
464,2020-09-28,1,book-rqc-907,Burn Notice: The Fall of Sam Axe,http://dummyimage.com/334x511.png/dddddd/000000,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",1912,0.8,961.3,423.7,112.2
465,2022-01-07,1,book-iav-037,Deep Blue,http://dummyimage.com/254x361.png/cc0000/ffffff,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",1151,1.0,612.5,328.7,167.6
466,2022-11-20,0,book-waz-871,"Nanny, The",http://dummyimage.com/602x703.png/ff4444/ffffff,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1752,0.2,473.0,298.6,34.2
467,2020-10-23,0,book-ofi-130,Hoodwinked!,http://dummyimage.com/318x722.png/5fa2dd/ffffff,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",2073,0.6,952.4,153.5,247.5
468,2021-08-28,1,book-bkl-919,Like Minds (Murderous Intent),http://dummyimage.com/281x673.png/dddddd/000000,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",2970,0.4,364.5,182.1,174.6
469,2022-06-18,0,book-jxx-800,Thirty Day Princess,http://dummyimage.com/372x499.png/dddddd/000000,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",2215,0.7,451.3,461.8,107.5
470,2021-01-30,0,book-tdl-683,Tremors,http://dummyimage.com/769x586.png/cc0000/ffffff,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2883,0.7,362.1,176.2,52.6
471,2021-10-11,1,book-vko-119,Vasermil,http://dummyimage.com/427x534.png/dddddd/000000,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",2108,0.9,314.8,479.4,111.8
472,2022-03-29,1,book-dkp-726,Unaccompanied Minors,http://dummyimage.com/498x675.png/5fa2dd/ffffff,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",879,0.3,486.4,161.9,235.0
473,2022-11-30,0,book-oob-753,"Kidnapping of the President, The",http://dummyimage.com/565x798.png/5fa2dd/ffffff,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1180,0.5,804.9,272.8,36.3
474,2021-11-26,0,book-lwg-046,U-571,http://dummyimage.com/797x784.png/dddddd/000000,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",1949,0.3,353.9,60.9,35.5
475,2022-12-01,0,book-qam-641,Run Silent Run Deep,http://dummyimage.com/716x404.png/ff4444/ffffff,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",712,0.6,733.8,253.2,90.6
476,2022-10-01,0,book-kuc-674,Mariage à Mendoza,http://dummyimage.com/591x599.png/cc0000/ffffff,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",2642,0.9,833.0,144.0,67.2
477,2021-11-22,0,book-ckt-488,Graffiti Bridge,http://dummyimage.com/657x686.png/5fa2dd/ffffff,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",2173,0.0,801.6,85.2,78.1
478,2022-03-06,0,book-hrq-352,Harmontown,http://dummyimage.com/469x489.png/5fa2dd/ffffff,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",2399,0.8,597.6,132.8,58.8
479,2022-03-25,0,book-mzf-916,White Men Can't Jump,http://dummyimage.com/333x705.png/cc0000/ffffff,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",1998,0.9,668.6,459.6,199.3
480,2022-12-11,1,book-bfj-372,Beslan: Three Days in September,http://dummyimage.com/533x554.png/dddddd/000000,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2901,0.6,286.1,56.3,208.1
481,2021-01-29,1,book-dhl-255,"Mysterians, The (Chikyu Boeigun)",http://dummyimage.com/287x376.png/5fa2dd/ffffff,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",1909,0.3,486.5,284.4,100.2
482,2022-12-01,0,book-cma-894,Satan Met a Lady,http://dummyimage.com/321x519.png/cc0000/ffffff,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1779,0.6,309.0,166.8,148.1
483,2020-09-16,0,book-upy-777,Rosemary's Baby,http://dummyimage.com/258x548.png/cc0000/ffffff,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",2185,0.7,645.4,254.0,244.8
484,2020-12-03,1,book-jjx-573,My Best Girl,http://dummyimage.com/750x486.png/cc0000/ffffff,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,925,0.2,869.4,60.1,92.3
485,2022-11-25,0,book-uvz-977,The Intruders,http://dummyimage.com/396x654.png/ff4444/ffffff,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1542,0.3,326.8,468.6,138.2
486,2021-12-22,1,book-hpg-528,Johnny English,http://dummyimage.com/254x389.png/ff4444/ffffff,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",2515,0.7,658.1,54.9,86.7
487,2021-07-26,1,book-scs-855,National Security,http://dummyimage.com/256x301.png/ff4444/ffffff,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2885,0.5,543.8,117.0,241.8
488,2022-09-29,1,book-xcu-599,Spawn,http://dummyimage.com/303x359.png/cc0000/ffffff,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",1719,0.6,849.0,353.6,249.9
489,2020-09-26,1,book-duw-111,"Visit, The",http://dummyimage.com/286x512.png/ff4444/ffffff,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",505,0.4,986.5,481.6,48.7
490,2020-09-02,0,book-hwr-267,"Play House, The",http://dummyimage.com/532x326.png/ff4444/ffffff,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",607,0.6,459.3,188.7,191.1
491,2022-06-03,1,book-rzj-279,Permanent Vacation,http://dummyimage.com/631x290.png/cc0000/ffffff,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",2452,1.0,492.1,446.1,167.1
492,2020-09-16,1,book-pnz-990,"Frozen Ghost, The",http://dummyimage.com/755x273.png/5fa2dd/ffffff,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,778,0.2,733.1,193.3,218.1
493,2021-08-27,0,book-azi-167,"Luck, Trust & Ketchup: Robert Altman in Carver Country",http://dummyimage.com/367x271.png/cc0000/ffffff,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2355,0.3,384.6,97.7,86.2
494,2020-09-05,1,book-jnb-750,Americathon,http://dummyimage.com/356x479.png/ff4444/ffffff,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",1972,0.7,760.3,254.8,217.2
495,2022-12-04,1,book-huf-654,Premature,http://dummyimage.com/769x728.png/ff4444/ffffff,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1907,0.4,216.7,164.0,53.2
496,2021-01-15,0,book-ugj-815,Blow Out,http://dummyimage.com/404x682.png/5fa2dd/ffffff,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",829,0.6,882.6,491.9,32.7
497,2022-09-15,1,book-iue-855,"Titfield Thunderbolt, The",http://dummyimage.com/754x339.png/ff4444/ffffff,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",2273,0.7,922.7,82.7,105.8
498,2020-09-28,1,book-vqz-821,August Mordum's Underground,http://dummyimage.com/461x501.png/ff4444/ffffff,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",676,0.7,623.2,463.3,53.0
499,2022-03-06,0,book-pnk-668,"Never Play Clever Again (Gendarme et les gendarmettes, Le)",http://dummyimage.com/426x744.png/ff4444/ffffff,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1697,0.1,967.1,144.1,178.9
500,2022-11-29,1,book-uvq-862,One-Eyed Monster,http://dummyimage.com/345x657.png/dddddd/000000,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",1898,0.3,803.2,136.9,57.0
501,2020-12-23,1,book-nuk-807,Buddha Collapsed Out of Shame,http://dummyimage.com/357x403.png/cc0000/ffffff,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,2468,0.5,634.6,477.4,177.1
502,2021-02-04,1,book-wby-022,Spring Break,http://dummyimage.com/770x288.png/cc0000/ffffff,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",682,0.0,299.9,168.0,109.1
503,2021-06-04,0,book-dtz-629,"Dry White Season, A",http://dummyimage.com/737x574.png/ff4444/ffffff,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",571,0.8,735.3,461.8,52.1
504,2022-07-11,0,book-ude-261,Star Trek: The Motion Picture,http://dummyimage.com/758x458.png/dddddd/000000,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",2384,0.7,682.1,473.3,213.7
505,2022-07-14,0,book-vsn-768,"Sound of Insects, The",http://dummyimage.com/367x342.png/ff4444/ffffff,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",1376,0.0,237.5,172.0,202.3
506,2022-08-19,1,book-ygf-082,No One Writes to the Colonel (El coronel no tiene quien le escriba),http://dummyimage.com/710x539.png/cc0000/ffffff,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",1084,0.7,711.7,191.3,149.2
507,2021-06-10,1,book-pau-431,Wild Gals Of The Naked West,http://dummyimage.com/360x548.png/ff4444/ffffff,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1333,0.8,780.1,418.5,106.4
508,2021-10-11,1,book-oxt-666,Music of the Heart,http://dummyimage.com/395x744.png/ff4444/ffffff,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,2310,0.3,933.0,241.5,216.6
509,2022-03-23,0,book-ubo-224,La discrète,http://dummyimage.com/437x353.png/5fa2dd/ffffff,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2348,0.7,367.1,324.8,99.7
510,2021-11-12,1,book-asm-856,Mongolian Ping-Pong (Lü cao di),http://dummyimage.com/732x263.png/cc0000/ffffff,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",857,0.9,428.7,439.8,158.5
511,2021-12-07,0,book-ikd-040,Carnosaur 3: Primal Species,http://dummyimage.com/747x467.png/cc0000/ffffff,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,2435,0.4,266.9,227.1,37.0
512,2020-11-17,1,book-dcd-490,"Thing, The",http://dummyimage.com/360x710.png/ff4444/ffffff,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1737,0.8,703.1,250.4,117.7
513,2021-09-14,1,book-qmo-326,It Could Happen to You,http://dummyimage.com/314x570.png/ff4444/ffffff,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1335,0.7,824.8,496.7,168.0
514,2023-01-03,1,book-lmm-170,Miss Granny,http://dummyimage.com/708x783.png/ff4444/ffffff,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2257,0.5,481.3,216.5,178.1
515,2022-02-10,0,book-ncx-396,"Last of England, The",http://dummyimage.com/755x297.png/ff4444/ffffff,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",2559,0.2,467.1,455.1,90.3
516,2021-05-13,1,book-pif-106,"Same Love, Same Rain (El mismo amor, la misma lluvia)",http://dummyimage.com/671x318.png/ff4444/ffffff,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",770,0.8,615.0,153.3,148.0
517,2022-02-01,1,book-pbi-873,"First $20 Million Is Always the Hardest, The",http://dummyimage.com/664x656.png/dddddd/000000,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",2607,0.7,373.5,181.7,198.2
518,2021-12-09,0,book-qrn-061,Eyes Wide Open (Einayim Petukhoth),http://dummyimage.com/625x501.png/ff4444/ffffff,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2442,0.7,783.9,381.4,143.1
519,2020-10-22,0,book-nuh-680,Millennium Actress (Sennen joyû),http://dummyimage.com/688x607.png/dddddd/000000,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1444,0.9,244.8,191.2,25.3
520,2022-07-31,1,book-omf-785,Wer,http://dummyimage.com/518x481.png/5fa2dd/ffffff,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",1471,0.9,485.8,348.4,142.7
521,2021-03-24,0,book-lei-154,His Private Secretary,http://dummyimage.com/253x799.png/cc0000/ffffff,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,957,0.3,351.1,261.0,238.2
522,2020-12-27,1,book-uno-173,"Walk Softly, Stranger",http://dummyimage.com/657x489.png/ff4444/ffffff,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1910,0.0,233.2,114.7,49.1
523,2021-08-13,1,book-xgi-433,The Beaver Trilogy,http://dummyimage.com/402x699.png/dddddd/000000,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",1807,0.3,806.2,458.2,40.6
524,2021-09-11,0,book-xku-218,"New York, I Love You",http://dummyimage.com/402x297.png/dddddd/000000,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2894,0.9,776.0,422.1,30.5
525,2021-01-15,1,book-abu-172,Happily N'Ever After,http://dummyimage.com/619x343.png/cc0000/ffffff,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,574,0.9,915.8,62.3,250.0
526,2022-10-30,1,book-etk-962,Offender,http://dummyimage.com/697x686.png/cc0000/ffffff,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",2951,0.9,774.1,277.9,107.6
527,2021-04-23,0,book-gii-778,Walk on Water,http://dummyimage.com/529x583.png/cc0000/ffffff,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1171,0.2,775.6,179.3,117.9
528,2020-10-10,0,book-eny-194,Love That Boy,http://dummyimage.com/272x604.png/ff4444/ffffff,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",2806,0.5,929.9,384.2,232.0
